longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-0.4297633799537361,-0.34007791115567604,-0.4524573102663669,0.34020599085295916,-0.24671071857330473,-0.2340540522803768,-0.4414354794876155,0.1558285831467448,-0.782547479223301
0.517009832023825,-0.6782796467116005,0.1300935036179502,0.9457938732357833,1.6496422875377217,0.26416976411015314,1.562798855291961,-0.3267938470759258,-0.782547479223301
1.2713071712367214,-1.4368178250298926,0.2965365932991837,-1.2012072747287006,-1.1243252493084077,-0.39699517462193373,-0.9923624530289209,-0.6406595156493072,2.188043661721172
0.7250918566342818,-0.8570434212197351,0.46297968298041714,-1.0831999683429236,-1.2345783310590488,-1.2508693253541314,-1.2060841237992548,1.1369890297422862,-0.782547479223301
-1.246485326549771,1.1866613522110794,1.7945244004302847,0.6988018366143898,1.0101744133840034,0.9222012197202869,0.8408945451343883,-1.0904198044282445,-0.03989969398718277
-0.36213672195534097,2.264075452624958,-0.2860142205851334,0.16548199457634374,0.25604333420961856,-0.3217915796950613,0.0572484189764971,-0.6567039729424241,-0.03989969398718277
-0.7106741131778519,1.0610435647188792,-1.7007804828756177,2.3966433920562653,2.028912888759927,1.907681661574511,2.3369462405267263,-0.06428332895480966,-0.03989969398718277
0.6678692998664073,-0.8135603409339714,0.9623089520241175,-1.1234505224590026,-1.022892414097818,-0.7307111271099301,-1.0636030099523657,-1.012066149534951,-0.782547479223301
0.7875164640174203,-0.8618748745848188,0.46297968298041714,0.07583303313598609,0.03112704743831077,1.6131342481109274,0.10949149405368985,0.16813577729528012,-0.782547479223301
0.6626672492511433,-0.7797401673783787,1.0455304968647343,-0.22055741080968616,0.48536974425095203,1.8230776172817795,0.5986766515946765,-0.7116030798248961,-0.782547479223301
-1.5482042622349281,1.0320548445283702,-0.03634958606328326,-1.070392973851444,-1.3668820291598183,-1.2336351681833897,-1.3248183853383293,1.5671609047978998,2.188043661721172
0.6210508443290534,-0.6831111000766875,0.6294227726616505,-0.06778826223275014,-0.06148554123222773,-0.5991048359879034,0.019253455283993283,0.16156334900653363,-0.782547479223301
0.6626672492511433,-0.7845716207434624,0.6294227726616505,0.4106444605560973,0.930792194523542,2.5422119937699974,1.1970973297516119,-1.9411626543921856,-0.782547479223301
-0.09683214057700976,-0.5526618592194001,0.6294227726616505,0.5332256935459742,0.16343074553908007,-0.1447497833047158,0.21397764420807536,1.3759805642811227,-0.782547479223301
0.40776676910334003,-0.6251336596956694,-1.0350081241506839,0.7619220237509682,-0.10999689720250981,0.7247917830372468,0.30421568297777196,1.3157333049676112,-0.782547479223301
-1.3089099339329022,1.3026162329731124,-0.7853434896288338,0.01728677260350762,0.017896677628233843,-0.1149816936461621,-0.02824024933163649,-0.3119736656405166,-0.03989969398718277
2.103635269678541,-1.1517620764898993,0.2965365932991837,-0.9002429041789284,-0.38342453994409964,-0.7291443855489537,-0.6314102979501347,-1.7369663284408314,-0.03989969398718277
1.2713071712367214,-1.3933347447441324,-1.7007804828756177,-0.6386143024244152,-0.8420773600267666,0.01192437279293513,-0.7881395231817129,0.7679665120005994,2.188043661721172
0.6782734010969279,-0.7072683669021095,1.8777459452709016,-1.408863542554835,-1.2654491939492283,-0.7072100036952825,-1.163339789645188,0.23637304746962037,-0.782547479223301
0.7198898060190178,-0.7072683669021095,1.5448597659084347,-0.08608396864914966,-0.6215711965254844,-0.7166104530611416,-0.5316735182573121,0.9777687326688255,-0.782547479223301
